hanzi_simplified,hanzi_traditional,pinyin,english_meanings,hsk_levels,pos,frequency_rank,character_count,length_bucket,example_zh,example_en
搞,搞,gǎo,to do; to make; to go in for; to set up; to get hold of; to take care of,"newest-5, new-5, old-5",v,387,1,1-char,我每天都搞。,I to do every day.
此,此,cǐ,this; these,"newest-4, new-4",r,391,1,1-char,我在学习“此”。,I'm learning '此'.
受,受,shòu,to receive; to accept; to suffer; subjected to; to bear; to stand; pleasant; (passive marker),"newest-3, new-3",v,393,1,1-char,我每天都受。,I to receive every day.
完,完,wán,to finish; to be over; whole; complete; entire,"newest-2, new-2, old-2",v,395,1,1-char,我每天都完。,I to finish every day.
帮,幇,bāng,old variant of 帮,"newest-2, new-1","v, q",395,1,1-char,我每天都帮。,I old variant of 帮 every day.
日,日,Rì,"abbr. for 本, Japan","newest-1, new-1, old-1","t, g, b, qt",395,1,1-char,我们日见。,"See you abbr. for 本, Japan."
如,如,rú,as; as if; such as,"newest-5, new-6","v, c",399,1,1-char,我每天都如。,I as every day.
站,站,zhàn,station; to stand; to halt; to stop; branch of a company or organization; website,"newest-2, new-1, old-3","v, n, q",399,1,1-char,我每天都站。,I station every day.
使,使,shǐ,to make; to cause; to enable; to use; to employ; to send; to instruct sb to do sth; envoy; messenger,"newest-4, new-3, old-3",v,400,1,1-char,我每天都使。,I to make every day.
发,發,fā,to send out; to show (one's feeling); to issue; to develop; to make a bundle of money; classifier for gunshots (rounds),"newest-3, new-2, old-4","v, q",400,1,1-char,我每天都发。,I to send out every day.
全,全,Quán,surname Quan,"newest-4, new-2","d, a",404,1,1-char,他全来。,He comes surname Quan.
连,連,Lián,surname Lian,"newest-4, new-3, old-4","u, d, v, n",406,1,1-char,我在学习“连”。,I'm learning '连'.
路,路,Lù,surname Lu,"newest-2, new-1, old-2","n, qv",409,1,1-char,这是路。,This is a surname Lu.
玩,玩,wán,to play; to have fun; to trifle with; toy; sth used for amusement; curio or antique (Taiwan pr. [wàn]); to keep sth for entertainment,"newest-1, old-2",v,415,1,1-char,我每天都玩。,I to play every day.
信,信,xìn,letter; mail; to trust; to believe; to profess faith in; truthful; confidence; trust; at will; at random,"newest-3, new-2, old-3","n, v",419,1,1-char,这是信。,This is a letter.
门,門,Mén,surname Men,"newest-2, new-1, old-2","n, q",422,1,1-char,这是门。,This is a surname Men.
队,隊,duì,squadron; team; group,"newest-4, new-2","n, q",422,1,1-char,这是队。,This is a squadron.
接,接,jiē,to receive; to answer (the phone); to meet or welcome sb; to connect; to catch; to join; to extend; to take one's turn on duty; to take over for sb,"newest-3, new-2, old-3",v,425,1,1-char,我每天都接。,I to receive every day.
部,部,bù,"ministry; department; section; part; division; troops; board; classifier for works of literature, films, machines etc","newest-4, new-3","q, n",426,1,1-char,我在学习“部”。,I'm learning '部'.
喝,喝,hē,to drink; variant of 嗬,"newest-1, new-1, old-1","g, vn",428,1,1-char,我在学习“喝”。,I'm learning '喝'.
穿,穿,chuān,to wear; to put on; to dress; to bore through; to pierce; to perforate; to penetrate; to pass through; to thread,"newest-1, new-1, old-2",v,430,1,1-char,我每天都穿。,I to wear every day.
呀,呀,ya,"(particle equivalent to 啊 after a vowel, expressing surprise or doubt)","newest-5, new-4, old-4",y,432,1,1-char,我在学习“呀”。,I'm learning '呀'.
坐,坐,Zuò,surname Zuo,"newest-1, new-1, old-1",v,435,1,1-char,我每天都坐。,I surname Zuo every day.
花,花,Huā,surname Hua,"newest-2, new-1, old-3","v, n, a",435,1,1-char,我每天都花。,I surname Hua every day.
刚,剛,gāng,hard; firm; strong; just; barely; exactly,"newest-3, new-2","d, g",436,1,1-char,他刚来。,He comes hard.
同,同,tóng,like; same; similar; together; alike; with,"newest-5, new-6","p, v, d",442,1,1-char,我同家来。,I come like home.
早,早,zǎo,early; morning; Good morning!; long ago; prematurely,"newest-1, new-1","ad, a, tg",445,1,1-char,这个很早。,This is very early.
们,們,men,"plural marker for pronouns, and nouns referring to individuals","newest-1, new-1",k,457,1,1-char,我在学习“们”。,I'm learning '们'.
干,乹,gān,old variant of 干,"newest-3, new-1, old-4","v, a",463,1,1-char,我每天都干。,I old variant of 干 every day.
睡,睡,shuì,to sleep; to lie down,"newest-1, new-1","v, vn",464,1,1-char,我每天都睡。,I to sleep every day.
道,道,dào,"road; path; principle; truth; morality; reason; skill; method; Dao (of Daoism); to say; to speak; to talk; classifier for long thin things (rivers, cracks etc), barriers (walls, doors etc), questions (in an exam etc), commands, courses in a meal, steps in a process; (old) circuit (administrative division)","newest-4, new-2","qv, n, v",478,1,1-char,我在学习“道”。,I'm learning '道'.
四,四,sì,four; 4,"newest-1, new-1, old-1","m, t",481,1,1-char,我有三四。,I have three four.
作,作,zuō,worker; workshop; (slang) troublesome; high-maintenance (person),new-6,"v, g",483,1,1-char,我每天都作。,I worker every day.
块,塊,kuài,"lump; chunk; piece; classifier for pieces of cloth, cake, soap etc; (coll.) classifier for money and currency units","newest-1, new-1, old-1","q, g",483,1,1-char,我在学习“块”。,I'm learning '块'.
拉,拉,lā,to pull; to play (a bowed instrument); to drag; to draw; to chat; (coll.) to empty one's bowels,"newest-4, new-2, old-4","v, b",484,1,1-char,我每天都拉。,I to pull every day.
外,外,wài,outside; in addition; foreign; external,"newest-1, new-1, old-2",f,489,1,1-char,我在学习“外”。,I'm learning '外'.
求,求,qiú,to seek; to look for; to request; to demand; to beseech,"newest-6, new-2",v,497,1,1-char,我每天都求。,I to seek every day.
者,者,zhě,"(after a verb or adjective) one who (is) ...; (after a noun) person involved in ...; -er; -ist; (used after a number or 后 or 前 to refer to sth mentioned previously); (used after a term, to mark a pause before defining the term); (old) (used at the end of a command); (old) this","newest-4, new-3","k, r, y, n, g, u",499,1,1-char,我在学习“者”。,I'm learning '者'.
变,變,biàn,to change; to become different; to transform; to vary; rebellion,"newest-3, new-2",v,501,1,1-char,我每天都变。,I to change every day.
加,加,Jiā,Canada (abbr. for 大); surname Jia,"newest-3, new-2","v, b",503,1,1-char,我每天都加。,I Canada every day.
处,處,chǔ,to reside; to live; to dwell; to be in; to be situated at; to stay; to get along with; to be in a position of; to deal with; to discipline; to punish,"newest-5, new-4","n, q, v",505,1,1-char,这是处。,This is a to reside.
转,轉,zhuǎi,see 转文,"newest-4, new-3",v,508,1,1-char,我每天都转。,I see 转文 every day.
妈,媽,mā,ma; mom; mother,new-1,n,517,1,1-char,这是妈。,This is a ma.
球,球,qiú,ball; sphere; globe; ball game; match,"newest-2, new-1",n,518,1,1-char,这是球。,This is a ball.
学,學,xué,to learn; to study; to imitate; science; -ology,"newest-1, new-1","v, g",524,1,1-char,我每天都学。,I to learn every day.
强,強,Qiáng,surname Qiang,"newest-4, new-3","a, g, ad",529,1,1-char,这个很强。,This is very surname Qiang.
错,錯,Cuò,surname Cuo,"newest-2, new-1, old-2","v, n",531,1,1-char,我每天都错。,I surname Cuo every day.
少,少,shǎo,few; less; to lack; to be missing; to stop (doing sth); seldom,"newest-1, new-1, old-1","a, ad, v, d, g",538,1,1-char,这个很少。,This is very few.
其,其,qí,his; her; its; their; that; such; it (refers to sth preceding it),"newest-5, new-5","r, u",539,1,1-char,我在学习“其”。,I'm learning '其'.
另,另,lìng,other; another; separate; separately,"newest-4, new-6","r, d",541,1,1-char,我在学习“另”。,I'm learning '另'.
难,難,nán,difficult (to...); problem; difficulty; difficult; not good,"newest-3, new-1, old-3","ad, a, v, g",544,1,1-char,这个很难。,This is very difficult.
曾,曾,Zēng,surname Zeng,"newest-5, new-4","d, nr",545,1,1-char,他曾来。,He comes surname Zeng.
管,筦,guǎn,variant of 管,"newest-4, new-3","v, q",545,1,1-char,我每天都管。,I variant of 管 every day.
间,間,jiān,between; among; within a definite time or space; room; section of a room or lateral space between two pairs of pillars; classifier for rooms,"newest-2, new-1","q, f, v, g",546,1,1-char,我在学习“间”。,I'm learning '间'.
哪,哪,nǎ,how; which,"newest-1, new-1, old-1","r, y",547,1,1-char,我在学习“哪”。,I'm learning '哪'.
掉,掉,diào,"to fall; to drop; to lag behind; to lose; to go missing; to reduce; fall (in prices); to lose (value, weight etc); to wag; to swing; to turn; to change; to exchange; to swap; to show off; to shed (hair); (used after certain verbs to express completion, fulfillment, removal etc)","newest-4, new-2, old-4",v,549,1,1-char,我每天都掉。,I to fall every day.
跑,跑,páo,(of an animal) to paw (the ground),"newest-2, new-1",v,553,1,1-char,我每天都跑。,I to paw every day.
讲,講,jiǎng,to speak; to explain; to negotiate; to emphasize; to be particular about; as far as sth is concerned; speech; lecture,"newest-3, new-2, old-3",v,555,1,1-char,我每天都讲。,I to speak every day.
活,活,huó,to live; alive; living; work; workmanship,"newest-4, new-3","v, n, a",556,1,1-char,我每天都活。,I to live every day.
万,万,mò,used in 俟,"newest-2, new-2, old-3","m, t",557,1,1-char,我有三万。,I have three used in 俟.
杀,殺,shā,to kill; to murder; to attack; to weaken or reduce; to smart (dialect); (used after a verb) extremely,"newest-6, new-5, old-5",v,557,1,1-char,我每天都杀。,I to kill every day.
晚,晚,wǎn,evening; night; late,"newest-1, new-1","tg, a, ad",558,1,1-char,我们晚见。,See you evening.
生,生,shēng,to be born; to give birth; life; to grow; raw; uncooked; student,"newest-4, new-2","v, g, a",558,1,1-char,我每天都生。,I to be born every day.
书,書,Shū,abbr. for 书经,"newest-1, new-1, old-1","n, g",560,1,1-char,这是书。,This is an abbr. for 书经.
片,片,piān,disk; sheet,"newest-4, new-2, old-5","q, g",560,1,1-char,我在学习“片”。,I'm learning '片'.
五,五,wǔ,five; 5,"newest-1, new-1, old-1","m, t",563,1,1-char,我有三五。,I have three five.
自,自,zì,self; oneself; from; since; naturally; surely,"newest-4, new-4","p, r, d",566,1,1-char,我自家来。,I come self home.
拍,拍,pāi,to pat; to clap; to slap; to swat; to take (a photo); to shoot (a film); racket (sports); beat (music),"newest-4, new-3, old-5","v, q, g",567,1,1-char,我每天都拍。,I to pat every day.
越,越,Yuè,generic word for peoples or states of south China or south Asia at different historical periods; abbr. for Vietnam 越南,"newest-3, new-2, old-3","d, g, b",574,1,1-char,他越来。,He comes generic word for peoples or states of south China or south Asia at different historical periods.
声,聲,shēng,sound; voice; tone; noise; reputation; classifier for sounds,"newest-3, new-5","qv, g, n",577,1,1-char,我在学习“声”。,I'm learning '声'.
组,組,Zǔ,surname Zu,"newest-4, new-2, old-6","n, q, g, v",578,1,1-char,这是组。,This is a surname Zu.
定,定,dìng,to set; to fix; to determine; to decide; to order,"newest-4, new-4","v, d",586,1,1-char,我每天都定。,I to set every day.
男,男,nán,"male; Baron, lowest of five orders of nobility 位","newest-1, new-1","b, g",587,1,1-char,我在学习“男”。,I'm learning '男'.
动,動,dòng,"(of sth) to move; to set in movement; to displace; to touch; to make use of; to stir (emotions); to alter; abbr. for 动词, verb","newest-2, new-1","v, vn",588,1,1-char,我每天都动。,I to move every day.
卖,賣,mài,to sell; to betray; to spare no effort; to show off or flaunt,"newest-1, new-2, old-2",v,590,1,1-char,我每天都卖。,I to sell every day.
选,選,xuǎn,to choose; to pick; to select; to elect,"newest-3, new-2","v, g",590,1,1-char,我每天都选。,I to choose every day.
句,句,gōu,variant of 勾,"newest-3, new-2","q, g",598,1,1-char,我在学习“句”。,I'm learning '句'.
面,面,miàn,"face; side; surface; aspect; top; classifier for objects with flat surfaces such as drums, mirrors, flags etc","newest-2, new-2","n, q, v, g",604,1,1-char,这是面。,This is a face.
马,馬,Mǎ,surname Ma; abbr. for Malaysia 马来西亚,"newest-3, new-3, old-3","n, nr, b",605,1,1-char,这是马。,This is a surname Ma.
份,份,fèn,"classifier for gifts, newspaper, magazine, papers, reports, contracts etc; variant of 分","newest-4, new-2, old-4",q,608,1,1-char,我在学习“份”。,I'm learning '份'.
重,重,chóng,to repeat; repetition; again; re-; classifier: layer,"newest-4, new-1, old-5","a, d, v, q, g",608,1,1-char,这个很重。,This is very to repeat.
些,些,xiē,"classifier indicating a small amount or small number greater than 1: some, a few, several","newest-1, new-4, old-1",q,611,1,1-char,我在学习“些”。,I'm learning '些'.
嘛,嘛,má,used in 吽; (Tw) (coll.) what?,"newest-6, new-6, old-6",y,614,1,1-char,我在学习“嘛”。,I'm learning '嘛'.
换,換,huàn,to exchange; to change (clothes etc); to substitute; to switch; to convert (currency),"newest-3, new-2, old-3",v,618,1,1-char,我每天都换。,I to exchange every day.
